name,span,matches,innings,not_outs,runs,highest_score,average,balls_faced,strike_rate,century,half_century,ducks,country
HK Bennett,2010-2020,19.0,7,5,10,4,5.0,35,28.57,0,0,1,NZ
D Brown,2001-2002,3.0,2,1,10,9,10.0,20,50.0,0,0,0,WI
ML Cummins,2014-2017,11.0,3,1,10,5,5.0,27,37.03,0,0,0,WI
SW Currie,2024-2024,3.0,2,0,10,5,5.0,18,55.55,0,0,0,SCOT
JSE Dunford,2023-2023,5.0,4,0,10,4,2.5,27,37.03,0,0,1,JER
JJ Esmeijer,2002-2003,6.0,5,1,10,7,2.5,43,23.25,0,0,3,NED
JOA Gordon,2012-2023,10.0,7,2,10,4,2.0,44,22.72,0,0,1,CAN
W Jaffer,2006-2006,2.0,2,0,10,10,5.0,23,43.47,0,0,1,IND
Kabir Khan,1994-2000,10.0,5,4,10,5,10.0,25,40.0,0,0,0,PAK
AV Kale,2003-2003,1.0,1,0,10,10,10.0,22,45.45,0,0,0,IND
BG Lister,2023-2023,3.0,3,2,10,5,10.0,14,71.42,0,0,0,NZ
NJ MacRae,2006-2006,2.0,2,0,10,8,5.0,36,27.77,0,0,0,SCOT
A Martin,2011-2011,9.0,6,5,10,4,10.0,29,34.48,0,0,0,WI
Mukesh Kumar,2023-2023,6.0,2,1,10,6,10.0,16,62.5,0,0,0,IND
Nangeyalia Kharote,2024-2024,1.0,1,0,10,10,10.0,8,125.0,0,0,0,AFG
BMW Patterson,1999-1999,3.0,3,0,10,10,3.33,43,23.25,0,0,2,SCOT
Shabbir Ahmed,1999-2005,32.0,11,5,10,2,1.66,29,34.48,0,0,0,PAK
Shariful Haque,1998-1998,1.0,1,0,10,10,10.0,6,166.66,0,0,0,BAN
RAJ Smith,2016-2016,2.0,1,0,10,10,10.0,6,166.66,0,0,0,SCOT
GC Tonge,2009-2009,5.0,4,2,10,5,5.0,16,62.5,0,0,0,WI
MDJ Walker,2003-2003,3.0,1,0,10,10,10.0,6,166.66,0,0,0,NZ
WA Wisneski,2000-2000,3.0,2,1,10,6,10.0,17,58.82,0,0,0,NZ
L Wood,2022-2023,2.0,1,0,10,10,10.0,10,100.0,0,0,0,ENG
KK Ahmed,2018-2019,11.0,3,1,9,5,4.5,17,52.94,0,0,0,IND
SM Boland,2016-2016,14.0,4,1,9,4,3.0,22,40.9,0,0,1,AUS
CE Bulfin,1999-1999,4.0,2,1,9,7,9.0,8,112.5,0,0,0,NZ
SJ Cameron,2018-2018,2.0,2,1,9,8,9.0,13,69.23,0,0,0,SCOT
EC D'Souza,2023-2023,3.0,2,0,9,6,4.5,19,47.36,0,0,0,UAE
S Dube,2019-2019,1.0,1,0,9,9,9.0,6,150.0,0,0,0,IND
Fahad Usman,2004-2004,2.0,2,0,9,9,4.5,18,50.0,0,0,1,UAE
Faisal Athar,2003-2003,1.0,1,0,9,9,9.0,38,23.68,0,0,0,PAK
MJ Haslam,1992-1992,1.0,1,0,9,9,9.0,18,50.0,0,0,0,NZ
AG Huckle,1997-1999,19.0,8,4,9,5,2.25,16,56.25,0,0,3,ZIM
HR Johnson,2004-2004,2.0,2,1,9,9,9.0,20,45.0,0,0,0,USA
Lovepreet Singh,2023-2023,2.0,2,0,9,6,4.5,25,36.0,0,0,0,UAE
DE Malcolm,1990-1994,10.0,5,2,9,4,3.0,11,81.81,0,0,1,ENG
Mohammad Salim,2003-2003,1.0,1,0,9,9,9.0,24,37.5,0,0,0,BAN
Qadeer Ahmed,2015-2019,11.0,6,4,9,4,4.5,31,29.03,0,0,0,UAE
Rashid Zia,2004-2004,2.0,2,0,9,8,4.5,57,15.78,0,0,0,USA
H Shah,2022-2022,3.0,3,1,9,8,4.5,25,36.0,0,0,0,NEP
B Shikongo,2020-2023,14.0,8,6,9,2,4.5,37,24.32,0,0,0,NAM
JL Smith,2023-2023,2.0,1,0,9,9,9.0,10,90.0,0,0,0,ENG
GP Sulzberger,2000-2000,3.0,2,1,9,6,9.0,15,60.0,0,0,0,NZ
AJ Tudor,2002-2002,3.0,2,1,9,6,9.0,11,81.81,0,0,0,ENG
VB van Jaarsveld,2009-2009,2.0,2,0,9,5,4.5,15,60.0,0,0,0,SA
KIW Wijegunawardene,1990-1992,14.0,6,3,9,7,3.0,31,29.03,0,0,1,SL
Yamin Ahmadzai,2015-2022,9.0,5,2,9,5,3.0,32,28.12,0,0,1,AFG
Zahid Hussain,2011-2011,2.0,2,1,9,7,9.0,31,29.03,0,0,0,CAN
Zahid Mahmood,2022-2022,4.0,2,1,9,9,9.0,10,90.0,0,0,0,PAK
TJ Zoehrer,1994-1994,1.0,1,0,9,9,9.0,18,50.0,0,0,0,AUS
VR Aaron,2011-2014,9.0,3,2,8,6,8.0,15,53.33,0,0,1,IND
Asif Iqbal (1),2015-2015,1.0,1,0,8,8,8.0,8,100.0,0,0,0,UAE
BS Browne,1994-1994,4.0,3,2,8,8,8.0,24,33.33,0,0,1,WI
N Burger,2023-2023,3.0,2,1,8,7,8.0,39,20.51,0,0,0,SA
CJ Dala,2018-2018,2.0,2,1,8,5,8.0,6,133.33,0,0,0,SA
H Davids,2013-2013,2.0,2,0,8,7,4.0,24,33.33,0,0,0,SA
PA Desai,2010-2014,13.0,8,5,8,3,2.66,55,14.54,0,0,2,CAN
R Dhanraj,1994-1995,6.0,2,1,8,8,8.0,32,25.0,0,0,0,WI
P Dharmani,1996-1996,1.0,1,0,8,8,8.0,8,100.0,0,0,0,IND
AH Gray,1991-1991,4.0,3,1,8,6,4.0,14,57.14,0,0,0,WI
KH Butt,2008-2008,2.0,2,0,8,4,4.0,28,28.57,0,0,0,HKG
J Kariko,2023-2023,3.0,2,0,8,8,4.0,12,66.66,0,0,1,PNG
ACI Lock,1996-1996,8.0,3,2,8,5,8.0,20,40.0,0,0,0,ZIM
CS Martin,2001-2008,20.0,7,2,8,3,1.6,27,29.62,0,0,2,NZ
EZ Matambanadzo,1996-1997,7.0,5,3,8,5,4.0,33,24.24,0,0,1,ZIM
Mrittunjoy Chowdhury,2023-2023,1.0,1,0,8,8,8.0,11,72.72,0,0,0,BAN
PDRL Perera,1999-2007,19.0,7,2,8,4,1.6,18,44.44,0,0,4,SL
CG Rackemann,1990-1991,21.0,5,1,8,6,2.0,15,53.33,0,0,3,AUS
Rahat Ali,2012-2016,14.0,7,4,8,6,2.66,37,21.62,0,0,2,PAK
SS Raul,1998-1998,2.0,2,0,8,8,4.0,14,57.14,0,0,1,IND
CA Reid,2004-2004,2.0,2,0,8,6,4.0,17,47.05,0,0,0,USA
RL Sanghvi,1998-1998,10.0,2,0,8,8,4.0,11,72.72,0,0,1,IND
VRV Singh,2006-2006,2.0,1,0,8,8,8.0,13,61.53,0,0,0,IND
Sohail Butt,1994-1994,2.0,2,1,8,6,8.0,14,57.14,0,0,0,UAE
ARI Umeed,2024-2024,1.0,1,0,8,8,8.0,23,34.78,0,0,0,SCOT
HS Williams,1999-2000,7.0,2,1,8,7,8.0,11,72.72,0,0,0,SA
Zahid Razzak,1990-1990,2.0,2,0,8,4,4.0,23,34.78,0,0,0,BAN
DG Blampied,2023-2023,3.0,2,0,7,7,3.5,13,53.84,0,0,1,JER
S Dhakal,2022-2022,8.0,6,5,7,4,7.0,41,17.07,0,0,0,NEP
KG Duers,1992-1992,6.0,2,1,7,5,7.0,20,35.0,0,0,0,ZIM
Fazl-e-Akbar,1998-2001,2.0,1,0,7,7,7.0,8,87.5,0,0,0,PAK
WCA Ganegama,2001-2006,4.0,2,0,7,7,3.5,9,77.77,0,0,1,SL
DM Gondaria,2013-2013,2.0,2,0,7,6,3.5,45,15.55,0,0,0,KENYA
AW Hawkins-Kay,2023-2023,1.0,1,0,7,7,7.0,15,46.66,0,0,0,JER
Izatullah Dawlatzai,2010-2015,5.0,3,1,7,6,3.5,27,25.92,0,0,1,AFG
SD Jack,1994-1995,2.0,2,0,7,6,3.5,8,87.5,0,0,0,SA
P Jayawickrama,2021-2021,5.0,3,2,7,4,7.0,12,58.33,0,0,0,SL
MKGCP Lakshitha,2002-2003,7.0,2,1,7,4,7.0,12,58.33,0,0,0,SL
DSK Madushanka,2018-2018,1.0,1,0,7,7,7.0,6,116.66,0,0,0,SL
GA Manou,2009-2009,4.0,1,0,7,7,7.0,6,116.66,0,0,0,AUS
EA Moseley,1990-1991,9.0,6,2,7,2,1.75,15,46.66,0,0,2,WI
Nazmul Islam,2018-2018,5.0,1,0,7,7,7.0,13,53.84,0,0,0,BAN
CS Pandit,1991-1992,5.0,3,1,7,5,3.5,15,46.66,0,0,1,IND
N Rana,2021-2021,1.0,1,0,7,7,7.0,14,50.0,0,0,0,IND
NA Rock,2022-2022,3.0,2,0,7,5,3.5,23,30.43,0,0,0,IRE
IDK Salisbury,1993-1994,4.0,2,1,7,5,7.0,12,58.33,0,0,0,ENG
SK Sharma,1990-1990,4.0,2,1,7,5,7.0,13,53.84,0,0,0,IND
EHSN Silva,2008-2008,1.0,1,0,7,7,7.0,13,53.84,0,0,0,UAE
NA Statham,2003-2009,3.0,3,0,7,7,2.33,50,14.0,0,0,2,NED
RF van Oosterom,1996-2002,3.0,3,2,7,5,7.0,27,25.92,0,0,1,NED
SG Whittingham,2017-2019,5.0,4,2,7,3,3.5,17,41.17,0,0,0,SCOT
Arshad Ayub,1990-1990,3.0,1,0,6,6,6.0,7,85.71,0,0,0,IND
Bhupinder Singh snr,1994-1994,2.0,1,0,6,6,6.0,13,46.15,0,0,0,IND
GD Campbell,1990-1990,10.0,3,1,6,4,3.0,19,31.57,0,0,1,AUS
U Chatterjee,1995-1995,3.0,2,1,6,3,6.0,30,20.0,0,0,0,IND
MT Chinouya,2013-2013,2.0,2,1,6,6,6.0,8,75.0,0,0,1,ZIM
M Commins,2023-2023,2.0,1,0,6,6,6.0,13,46.15,0,0,0,IRE
WP Diepeveen,2011-2011,1.0,1,0,6,6,6.0,7,85.71,0,0,0,NED
SO Dowrich,2019-2019,1.0,1,0,6,6,6.0,8,75.0,0,0,0,WI
Fahim Muntasir,2001-2002,3.0,3,1,6,5,3.0,17,35.29,0,0,1,BAN
AP Grayson,2000-2001,2.0,2,0,6,6,3.0,13,46.15,0,0,1,ENG
Harvinder Singh,1997-2001,16.0,5,1,6,3,1.5,19,31.57,0,0,1,IND
MJ North,2009-2009,2.0,2,0,6,5,3.0,19,31.57,0,0,0,AUS
LN Oluoch,2011-2011,2.0,2,1,6,5,6.0,6,100.0,0,0,0,KENYA
TJG Pringle,2022-2022,4.0,4,0,6,6,1.5,14,42.85,0,0,3,NED
DB Rundle,1994-1994,2.0,2,0,6,6,3.0,11,54.54,0,0,1,SA
T Stubbs,2023-2023,1.0,1,0,6,6,6.0,10,60.0,0,0,0,SA
Usman Shinwari,2017-2019,17.0,4,1,6,6,2.0,7,85.71,0,0,2,PAK
Aijaz Ali,2004-2004,2.0,2,0,5,4,2.5,11,45.45,0,0,0,USA
TM Alderman,1990-1991,23.0,3,1,5,5,2.5,7,71.42,0,0,1,AUS
Badal Singh,2020-2020,2.0,1,0,5,5,5.0,12,41.66,0,0,0,OMA
RT Crandon,2009-2009,1.0,1,0,5,5,5.0,9,55.55,0,0,0,WI
N Fernandes,2008-2008,1.0,1,0,5,5,5.0,13,38.46,0,0,0,UAE
AM Ghazanfar,2024-2024,2.0,1,0,5,5,5.0,8,62.5,0,0,0,AFG
JN Hamilton,2021-2021,1.0,1,0,5,5,5.0,16,31.25,0,0,0,WI
ND Hirwani,1990-1992,6.0,3,1,5,4,2.5,9,55.55,0,0,1,IND
Jubair Hossain,2014-2015,3.0,1,0,5,5,5.0,9,55.55,0,0,0,BAN
Khalid Khan,2004-2004,2.0,2,0,5,3,2.5,8,62.5,0,0,0,HKG
Mansoor Amjad,2008-2008,1.0,1,0,5,5,5.0,10,50.0,0,0,0,PAK
Maqsood Rana,1990-1990,1.0,1,0,5,5,5.0,13,38.46,0,0,0,PAK
Najeeb Tarakai,2017-2017,1.0,1,0,5,5,5.0,18,27.77,0,0,0,AFG
Naumanullah,2008-2008,1.0,1,0,5,5,5.0,4,125.0,0,0,0,PAK
Neeyamur Rashid,1999-1999,2.0,2,1,5,4,5.0,5,100.0,0,0,0,BAN
D Ramnarine,1997-2001,4.0,3,0,5,2,1.66,13,38.46,0,0,0,WI
Sajjad Akbar,1990-1990,2.0,1,0,5,5,5.0,9,55.55,0,0,0,PAK
DM Smith,1990-1990,1.0,1,0,5,5,5.0,31,16.12,0,0,0,ENG
G Snyman,2003-2003,5.0,4,0,5,5,1.25,9,55.55,0,0,3,NAM
Talha Jubair,2002-2003,6.0,5,3,5,4,2.5,15,33.33,0,0,2,BAN
Tanbir Hayder,2016-2016,2.0,2,0,5,3,2.5,16,31.25,0,0,0,BAN
DJ Terbrugge,2000-2000,4.0,2,1,5,5,5.0,14,35.71,0,0,0,SA
RK Whelan,2007-2007,2.0,2,0,5,5,2.5,12,41.66,0,0,1,IRE
Zia-ur-Rehman,2023-2023,1.0,1,0,5,5,5.0,30,16.66,0,0,0,AFG
Al-Amin Hossain,2014-2020,15.0,7,5,4,2,2.0,20,20.0,0,0,2,BAN
Bikram Sob,2021-2022,5.0,4,1,4,2,1.33,17,23.52,0,0,0,NEP
MI Black,2001-2001,5.0,2,0,4,4,2.0,14,28.57,0,0,1,WI
AM de Silva,1993-1993,3.0,1,0,4,4,4.0,6,66.66,0,0,0,SL
R Dhakal,2024-2024,2.0,1,0,4,4,4.0,4,100.0,0,0,0,NEP
PS Eaglestone,2008-2008,1.0,1,0,4,4,4.0,3,133.33,0,0,0,IRE
PJ Franks,2000-2000,1.0,1,0,4,4,4.0,17,23.52,0,0,0,ENG
PLS Gamage,2014-2017,9.0,5,3,4,3,2.0,27,14.81,0,0,0,SL
D Ganesh,1997-1997,1.0,1,0,4,4,4.0,8,50.0,0,0,0,IND
Gholam Nousher,1990-1990,4.0,1,0,4,4,4.0,8,50.0,0,0,0,BAN
Z Groenewald,2019-2019,4.0,2,1,4,3,4.0,19,21.05,0,0,0,NAM
Gursharan Singh,1990-1990,1.0,1,0,4,4,4.0,10,40.0,0,0,0,IND
SD Heazlett,2017-2017,1.0,1,0,4,4,4.0,11,36.36,0,0,0,AUS
Jahangir Alam,1997-1999,3.0,3,0,4,3,1.33,22,18.18,0,0,1,BAN
Jay Odedra,2019-2023,9.0,3,1,4,2,2.0,14,28.57,0,0,1,OMA
D Lakshan,2021-2022,3.0,2,0,4,2,2.0,13,30.76,0,0,0,SL
CH Lonsdale,2007-2007,1.0,1,0,4,4,4.0,28,14.28,0,0,0,BER
GK Pandey,1999-1999,2.0,2,1,4,4,4.0,11,36.36,0,0,1,IND
LN Roche,2018-2018,3.0,2,0,4,4,2.0,10,40.0,0,0,1,ZIM
Rony Talukdar,2023-2023,1.0,1,0,4,4,4.0,14,28.57,0,0,0,BAN
AM Salvi,2003-2003,4.0,3,1,4,4,2.0,14,28.57,0,0,2,IND
BB Seebaran,2003-2003,4.0,3,2,4,4,4.0,13,30.76,0,0,1,CAN
Shahzad Khan,2007-2007,1.0,1,0,4,4,4.0,12,33.33,0,0,0,CAN
B Stanlake,2017-2019,7.0,5,2,4,2,1.33,28,14.28,0,0,1,AUS
RW Staple,2004-2004,2.0,2,0,4,4,2.0,11,36.36,0,0,1,USA
PJR Steyn,1995-1995,1.0,1,0,4,4,4.0,14,28.57,0,0,0,SA
Sufyan Mehmood,2021-2021,1.0,1,0,4,4,4.0,16,25.0,0,0,0,OMA
VAB Tewarie,2011-2011,1.0,1,0,4,4,4.0,22,18.18,0,0,0,NED
SL Watkin,1994-1994,4.0,2,0,4,4,2.0,23,17.39,0,0,1,ENG
UWMBCA Welegedara,2009-2010,10.0,3,2,4,2,4.0,9,44.44,0,0,0,SL
RPAH Wickramaratne,1993-1993,3.0,2,0,4,3,2.0,6,66.66,0,0,0,SL
P Wilson,1997-1998,11.0,5,2,4,2,1.33,13,30.76,0,0,2,AUS
M Zondeki,2002-2008,13.0,3,2,4,3,4.0,5,80.0,0,0,1,SA
Abdullah Mazari,2010-2010,2.0,1,0,3,3,3.0,16,18.75,0,0,0,AFG
Basir Ahamad,2022-2022,3.0,2,0,3,3,1.5,13,23.07,0,0,1,NEP
JWHD Boteju,1999-1999,2.0,2,1,3,2,3.0,11,27.27,0,0,0,SL
NR Dyer,1999-1999,5.0,4,3,3,2,3.0,14,21.42,0,0,1,SCOT
Ebadot Hossain,2022-2023,12.0,6,4,3,1,1.5,14,21.42,0,0,2,BAN
D Gamage,2003-2003,3.0,2,1,3,2,3.0,10,30.0,0,0,0,SL
CK Kruger,2008-2008,2.0,2,0,3,3,1.5,20,15.0,0,0,1,HKG
Mahbubur Rahman,1999-1999,1.0,1,0,3,3,3.0,8,37.5,0,0,0,BAN
Mazharul Haque,2002-2002,1.0,1,0,3,3,3.0,18,16.66,0,0,0,BAN
DJ Murray,1994-1994,1.0,1,0,3,3,3.0,17,17.64,0,0,0,NZ
MJ Petrie,2009-2009,4.0,2,0,3,3,1.5,18,16.66,0,0,1,SCOT
DOD Rikhi,2021-2021,2.0,2,0,3,3,1.5,14,21.42,0,0,1,USA
Sagar Pun,2018-2018,1.0,1,0,3,3,3.0,20,15.0,0,0,0,NEP
A Shamshudeen,2007-2007,1.0,1,0,3,3,3.0,28,10.71,0,0,0,CAN
Usman Mushtaq,2015-2015,1.0,1,0,3,3,3.0,7,42.85,0,0,0,UAE
CJPG van Zyl,1992-1992,2.0,2,1,3,3,3.0,11,27.27,0,0,1,SA
J Yadav,2016-2022,2.0,2,1,3,2,3.0,7,42.85,0,0,0,IND
Yasir Mohammad,2022-2022,3.0,1,0,3,3,3.0,6,50.0,0,0,0,USA
Ahmed Shah,2009-2009,1.0,1,0,2,2,2.0,10,20.0,0,0,0,AFG
Anisur Rahman,1995-1998,2.0,2,0,2,2,1.0,11,18.18,0,0,1,BAN
HWR Cartwright,2017-2017,2.0,2,0,2,1,1.0,23,8.69,0,0,0,AUS
BR Dorey,2006-2006,4.0,1,0,2,2,2.0,8,25.0,0,0,0,AUS
Elias Sunny,2011-2012,4.0,4,2,2,1,1.0,11,18.18,0,0,1,BAN
Fahad Nawaz,2019-2019,2.0,2,0,2,2,1.0,10,20.0,0,0,1,UAE
BC Fortuin,2020-2023,5.0,3,1,2,1,1.0,8,25.0,0,0,0,SA
PG Gillespie,2006-2007,5.0,4,0,2,2,0.5,14,14.28,0,0,3,IRE
K Gowtham,2021-2021,1.0,1,0,2,2,2.0,3,66.66,0,0,0,IND
AAW Gunawardena,1994-1994,1.0,1,0,2,2,2.0,10,20.0,0,0,0,SL
KC Hodsoll,2007-2008,3.0,2,1,2,2,2.0,7,28.57,0,0,1,BER
Hussain Talat,2019-2019,1.0,1,0,2,2,2.0,14,14.28,0,0,0,PAK
Irfan Sajid,2014-2014,1.0,1,0,2,2,2.0,5,40.0,0,0,0,UAE
Junaid Zia,2003-2003,4.0,2,1,2,2,2.0,7,28.57,0,0,1,PAK
K Kamyuka,2013-2013,2.0,1,0,2,2,2.0,2,100.0,0,0,0,CAN
RJ Kirtley,2001-2004,11.0,2,0,2,1,1.0,11,18.18,0,0,0,ENG
SC Meaker,2011-2011,2.0,2,0,2,1,1.0,16,12.5,0,0,0,ENG
EJB Miles,2023-2023,4.0,3,2,2,1,2.0,9,22.22,0,0,1,JER
DWO Morgan,2006-2006,2.0,2,0,2,1,1.0,11,18.18,0,0,0,BER
Nadeem Khan,1993-1995,2.0,1,0,2,2,2.0,3,66.66,0,0,0,PAK
Nurul Abedin,1990-1990,2.0,2,0,2,2,1.0,23,8.69,0,0,1,BAN
R Pathan,2013-2013,1.0,1,0,2,2,2.0,9,22.22,0,0,0,CAN
M Prasidh Krishna,2021-2023,17.0,7,5,2,2,1.0,17,11.76,0,0,2,IND
ACL Richards,2007-2007,1.0,1,0,2,2,2.0,2,100.0,0,0,0,WI
JNK Shannon,2013-2013,1.0,1,0,2,2,2.0,8,25.0,0,0,0,IRE
MJ Swepson,2022-2022,3.0,1,0,2,2,2.0,2,100.0,0,0,0,AUS
GJ Thompson,2008-2008,3.0,2,0,2,2,1.0,21,9.52,0,0,1,IRE
PIC Thompson,1997-1997,2.0,1,0,2,2,2.0,7,28.57,0,0,0,WI
Umran Malik,2022-2023,10.0,4,3,2,2,2.0,11,18.18,0,0,1,IND
AP Weerakkody,1994-1994,1.0,1,0,2,2,2.0,4,50.0,0,0,0,SL
AGD Wickremasinghe,1992-1993,4.0,1,0,2,2,2.0,10,20.0,0,0,0,SL
LB Williams,2021-2023,4.0,1,0,2,2,2.0,3,66.66,0,0,0,SA
Abdul Rehman,2004-2004,1.0,1,0,1,1,1.0,13,7.69,0,0,0,UAE
Abu Hider,2018-2018,2.0,1,0,1,1,1.0,11,9.09,0,0,0,BAN
Alawi Shukri,2008-2008,1.0,1,0,1,1,1.0,3,33.33,0,0,0,UAE
JT Brassell,2024-2024,3.0,1,0,1,1,1.0,5,20.0,0,0,0,NAM
JA Duffy,2022-2023,6.0,2,1,1,1,1.0,6,16.66,0,0,1,NZ
CI Dunusinghe,1995-1995,1.0,1,0,1,1,1.0,1,100.0,0,0,0,SL
MTG Elliott,1997-1997,1.0,1,0,1,1,1.0,6,16.66,0,0,0,AUS
M Faraz Akram,2024-2024,2.0,1,0,1,1,1.0,6,16.66,0,0,0,ZIM
AM Fernando,2017-2024,7.0,2,1,1,1,1.0,6,16.66,0,0,1,SL
Gurdeep Singh,2013-2013,1.0,1,0,1,1,1.0,23,4.34,0,0,0,KENYA
SP Jones,2004-2005,8.0,1,0,1,1,1.0,2,50.0,0,0,0,ENG
S Kaul,2018-2018,3.0,2,0,1,1,0.5,3,33.33,0,0,1,IND
SCG MacGill,2000-2000,3.0,2,1,1,1,1.0,3,33.33,0,0,0,AUS
Mahmood Hamid,1995-1995,1.0,1,0,1,1,1.0,6,16.66,0,0,0,PAK
JM Mennie,2016-2016,2.0,2,0,1,1,0.5,4,25.0,0,0,1,AUS
Mohammad Kashif,2006-2010,11.0,3,0,1,1,0.33,17,5.88,0,0,2,NED
Moniruzzaman,2003-2003,2.0,2,0,1,1,0.5,20,5.0,0,0,1,BAN
T Mufudza,2024-2024,2.0,1,0,1,1,1.0,9,11.11,0,0,0,ZIM
M Mulla,2007-2007,1.0,1,0,1,1,1.0,11,9.09,0,0,0,CAN
W Mwayenga,2002-2004,3.0,2,0,1,1,0.5,11,9.09,0,0,1,ZIM
DP Nannes,2009-2009,1.0,1,0,1,1,1.0,2,50.0,0,0,0,AUS
W O'Rourke,2023-2023,3.0,1,0,1,1,1.0,5,20.0,0,0,0,NZ
NV Ojha,2010-2010,1.0,1,0,1,1,1.0,7,14.28,0,0,0,IND
G Onions,2009-2009,4.0,1,0,1,1,1.0,2,50.0,0,0,0,ENG
KA Patel,2006-2006,2.0,2,1,1,1,1.0,4,25.0,0,0,1,KENYA
K Phillip,2021-2023,5.0,2,0,1,1,0.5,5,20.0,0,0,1,USA
Y Punja,2015-2015,1.0,1,0,1,1,1.0,6,16.66,0,0,0,UAE
RR Ramdass,2005-2005,1.0,1,0,1,1,1.0,9,11.11,0,0,0,WI
LC Romero,2004-2004,2.0,2,0,1,1,0.5,7,14.28,0,0,1,USA
R Sharma,2011-2012,4.0,1,0,1,1,1.0,2,50.0,0,0,0,IND
BDH Stevens,2023-2023,1.0,1,0,1,1,1.0,5,20.0,0,0,0,JER
AM Stuart,1997-1997,3.0,1,0,1,1,1.0,7,14.28,0,0,0,AUS
Khaled Ahmed,2023-2023,2.0,2,1,1,1,1.0,4,25.0,0,0,0,BAN
JP Taylor,1993-1993,1.0,1,0,1,1,1.0,8,12.5,0,0,0,ENG
BA Westdijk,2011-2011,4.0,3,1,1,1,0.5,6,16.66,0,0,2,NED
Zakir Hasan,2023-2023,1.0,1,0,1,1,1.0,5,20.0,0,0,0,BAN
Aman Ali,2008-2008,1.0,1,0,0,0,0.0,2,0.0,0,0,1,UAE
J Angel,1994-1995,3.0,1,0,0,0,0.0,3,0.0,0,0,1,AUS
MRCN Bandaratilleke,1998-1998,3.0,1,0,0,0,0.0,2,0.0,0,0,1,SL
JE Benjamin,1994-1995,2.0,1,0,0,0,0.0,6,0.0,0,0,1,ENG
D Birrell,2023-2023,1.0,1,0,0,0,0.0,1,0.0,0,0,1,JER
TJ Bishop,2024-2024,1.0,1,0,0,0,0.0,6,0.0,0,0,1,WI
DL Blake,2004-2004,1.0,1,0,0,0,0.0,2,0.0,0,0,1,USA
NM Carter,2013-2013,3.0,1,0,0,0,0.0,6,0.0,0,0,1,SCOT
K Christie,2016-2016,1.0,1,0,0,0,0.0,3,0.0,0,0,1,HKG
JI de Villiers,2020-2020,2.0,1,0,0,0,0.0,2,0.0,0,0,1,NAM
Fahad Alhashmi,2008-2015,5.0,3,0,0,0,0.0,7,0.0,0,0,3,UAE
Fazle Mahmud,2018-2018,2.0,2,0,0,0,0.0,9,0.0,0,0,2,BAN
R Flannigan,2010-2010,1.0,1,0,0,0,0.0,2,0.0,0,0,1,SCOT
D Foxcroft,2023-2023,1.0,1,0,0,0,0.0,1,0.0,0,0,1,NZ
VD Grandia,2002-2002,1.0,1,0,0,0,0.0,5,0.0,0,0,1,NED
RG Hart,2002-2002,2.0,1,0,0,0,0.0,9,0.0,0,0,1,NZ
SM Harwood,2009-2009,1.0,1,0,0,0,0.0,4,0.0,0,0,1,AUS
RC Haynes,1990-1991,3.0,2,0,0,0,0.0,3,0.0,0,0,2,WI
PHT Kaushal,2015-2015,1.0,1,0,0,0,0.0,1,0.0,0,0,1,SL
GJP Kruger,2006-2006,3.0,2,1,0,0,0.0,10,0.0,0,0,1,SA
Mohammad Talha,2014-2014,3.0,1,0,0,0,0.0,1,0.0,0,0,1,PAK
Najaf Shah,2007-2007,1.0,1,0,0,0,0.0,2,0.0,0,0,1,PAK
Nasir Hameed,2004-2004,1.0,1,0,0,0,0.0,1,0.0,0,0,1,HKG
MB Owens,1992-1992,1.0,1,0,0,0,0.0,3,0.0,0,0,1,NZ
NT Pascal,2009-2009,1.0,1,0,0,0,0.0,1,0.0,0,0,1,WI
AG Puttick,2005-2005,1.0,1,0,0,0,0.0,5,0.0,0,0,1,SA
Rafiqul Islam,2002-2002,1.0,1,0,0,0,0.0,5,0.0,0,0,1,BAN
DR Ramsammy,2012-2012,1.0,1,0,0,0,0.0,3,0.0,0,0,1,CAN
N Ranatunga,1993-1993,2.0,1,0,0,0,0.0,3,0.0,0,0,1,SL
Raza Hasan,2014-2014,1.0,1,0,0,0,0.0,2,0.0,0,0,1,PAK
Rizwan Latif,2004-2004,1.0,1,0,0,0,0.0,2,0.0,0,0,1,UAE
Shahbaz Ahmed,2022-2022,3.0,1,0,0,0,0.0,4,0.0,0,0,1,IND
T Sangha,2023-2023,2.0,1,0,0,0,0.0,3,0.0,0,0,1,AUS
Shadab Kabir,1996-1996,3.0,3,0,0,0,0.0,5,0.0,0,0,3,PAK
Simandeep Singh,2018-2018,1.0,1,0,0,0,0.0,7,0.0,0,0,1,HKG
IS Sohi,2024-2024,2.0,1,0,0,0,0.0,2,0.0,0,0,1,CAN
Tanvir Mehdi,1992-1992,1.0,1,0,0,0,0.0,5,0.0,0,0,1,PAK
CK Tshuma,2020-2020,2.0,1,0,0,0,0.0,1,0.0,0,0,1,ZIM
R Walters,2003-2003,2.0,2,0,0,0,0.0,5,0.0,0,0,2,NAM
CM Willoughby,2000-2003,3.0,2,0,0,0,0.0,4,0.0,0,0,2,SA
Zakir Hossain,1998-1998,1.0,1,0,0,0,0.0,1,0.0,0,0,1,BAN
